scene_id,object_count,front_object_count,vulnerable_count,vehicle_count,close_object_count,occluded_count,truncated_count,min_distance_m,mean_distance_m,min_lateral_abs_m,max_bbox_area_norm,mean_occlusion,mean_truncation,camera_quality_proxy,lidar_geometry_quality_proxy,uncertainty_proxy,risk_prior,max_abs_alpha,critical_scene,split
006286,4,2,0,4,0,0,0,17.531,38.775,0.57,0.038665,0.167,0.0,0.883,0.824,0.143,0.49,2.08,0,train
006287,2,0,0,2,0,0,0,15.647,22.209,3.59,0.151926,0.0,0.0,1.0,0.917,0.037,0.476,2.16,0,train
006288,2,1,0,2,0,0,0,43.14,76.314,0.95,0.003087,0.167,0.0,0.883,0.688,0.204,0.409,1.69,0,validation
006289,1,1,0,1,0,0,0,52.459,52.459,2.48,0.001275,0.0,0.0,1.0,0.722,0.125,0.327,1.64,0,test
006290,6,1,0,4,1,0,0,22.42,43.149,0.03,0.007048,0.222,0.0,0.883,0.798,0.155,0.589,1.99,0,train
006291,16,7,0,14,4,12,1,3.622,23.758,1.55,0.129909,0.646,0.078,0.013,0.731,0.664,0.765,2.28,1,train
006292,1,0,1,0,0,0,0,9.488,9.488,5.33,0.027383,0.0,0.0,1.0,0.95,0.023,0.657,2.52,0,test
006293,6,0,2,4,0,0,0,24.491,46.608,3.94,0.006596,0.167,0.0,0.883,0.787,0.16,0.515,3.05,0,train
006294,1,0,1,0,0,0,0,10.176,10.176,5.11,0.025286,0.333,0.0,0.883,0.863,0.126,0.679,0.68,0,test
006295,13,1,0,13,0,5,1,6.847,34.268,0.13,0.114087,0.359,0.045,0.383,0.797,0.431,0.582,1.86,0,train
006296,6,1,0,5,0,0,1,11.546,37.517,1.11,0.068633,0.056,0.07,0.61,0.856,0.279,0.537,2.21,0,train
006297,4,1,0,4,0,2,0,36.675,50.963,0.03,0.022971,0.417,0.0,0.65,0.556,0.392,0.47,1.91,0,train
006298,7,6,1,6,2,3,1,4.773,30.846,0.51,0.19634,0.333,0.129,0.182,0.808,0.536,0.641,2.25,1,test
006299,1,1,1,0,1,0,0,9.192,9.192,2.59,0.02656,0.0,0.0,1.0,0.951,0.022,0.7,2.88,1,test
006300,12,1,0,11,1,5,2,5.618,24.178,2.79,0.0758,0.389,0.16,0.045,0.72,0.651,0.617,2.81,0,test
006301,9,3,1,7,2,3,1,5.766,22.169,1.45,0.153205,0.37,0.092,0.227,0.803,0.514,0.669,2.79,1,train
006302,3,3,0,3,2,0,0,12.679,27.368,2.43,0.038175,0.0,0.0,1.0,0.933,0.03,0.542,1.91,0,train
006303,8,0,2,6,0,2,1,12.987,23.47,6.83,0.054307,0.333,0.122,0.202,0.681,0.583,0.592,3.13,0,train
006304,2,0,0,2,0,0,0,54.612,62.132,5.32,0.003074,0.167,0.0,0.883,0.628,0.232,0.307,1.67,0,test
006305,4,3,0,4,2,1,1,4.897,26.262,2.48,0.304155,0.25,0.242,0.02,0.724,0.663,0.721,2.23,1,validation
006306,11,5,0,11,4,3,2,5.555,25.986,2.6,0.152236,0.303,0.143,0.208,0.804,0.524,0.628,2.23,1,train
006307,8,3,0,8,2,2,1,18.606,43.297,1.02,0.186248,0.25,0.07,0.403,0.735,0.448,0.559,2.33,0,validation
006308,1,0,1,0,0,0,0,8.596,8.596,3.88,0.034669,0.333,0.0,0.883,0.871,0.122,0.689,2.61,0,validation
006309,1,1,0,1,1,0,0,19.584,19.584,2.75,0.012612,0.0,0.0,1.0,0.896,0.047,0.484,1.77,0,train
006310,7,2,0,7,0,1,0,17.566,32.203,0.46,0.042551,0.238,0.0,0.767,0.74,0.245,0.519,2.11,0,test
006311,1,0,0,1,0,0,0,32.477,32.477,4.8,0.00453,0.0,0.0,1.0,0.828,0.077,0.363,1.7,0,train
006312,9,2,0,9,1,3,1,12.203,26.702,0.29,0.064667,0.333,0.096,0.162,0.685,0.602,0.6,1.57,0,train
006313,6,1,1,5,1,0,0,18.481,31.375,0.24,0.246313,0.0,0.002,0.994,0.902,0.048,0.594,2.18,0,train
006314,10,2,0,10,2,4,1,8.26,17.853,3.13,0.069113,0.433,0.114,0.169,0.79,0.552,0.625,2.75,0,train
006315,3,2,0,3,1,1,0,18.406,37.786,0.28,0.015766,0.222,0.0,0.767,0.736,0.247,0.515,2.99,0,train
006316,1,1,0,1,0,0,0,42.44,42.44,0.13,0.001905,0.0,0.0,1.0,0.775,0.101,0.451,1.57,0,test
006317,3,1,0,3,0,0,0,23.729,32.299,2.64,0.015575,0.111,0.0,0.883,0.791,0.158,0.448,2.75,0,train
006318,2,2,0,1,0,0,0,29.726,38.308,0.98,0.005378,0.0,0.0,1.0,0.843,0.071,0.394,1.87,0,train
006319,4,0,0,4,0,0,2,5.984,13.493,4.59,0.074741,0.25,0.463,0.246,0.885,0.466,0.645,2.37,0,train
006320,8,1,0,8,1,3,0,7.021,35.49,0.09,0.100028,0.375,0.0,0.767,0.796,0.22,0.689,2.7,1,train
006321,1,0,0,1,0,0,0,46.636,46.636,23.81,0.005889,0.333,0.0,0.883,0.67,0.213,0.307,0.18,0,train
006322,8,0,0,8,0,4,0,15.186,29.749,3.56,0.039195,0.417,0.0,0.767,0.753,0.24,0.532,2.93,0,test
006323,2,0,0,2,0,0,0,52.771,53.215,5.72,0.001738,0.0,0.0,1.0,0.721,0.126,0.28,1.87,0,train
006324,5,5,0,5,3,1,0,8.942,18.625,2.45,0.093438,0.133,0.0,0.767,0.786,0.225,0.568,1.75,1,validation
006325,2,0,0,2,0,1,0,17.737,25.578,3.73,0.01694,0.333,0.0,0.767,0.739,0.246,0.462,1.8,0,train
006326,5,2,0,5,1,0,2,10.446,34.348,0.46,0.08662,0.067,0.258,0.318,0.861,0.438,0.56,2.32,0,train
006327,1,1,0,1,1,0,0,12.433,12.433,3.1,0.042285,0.0,0.0,1.0,0.934,0.03,0.515,1.85,0,train
006328,8,6,1,7,2,2,0,11.295,37.012,0.18,0.040218,0.292,0.0,0.767,0.774,0.23,0.557,1.8,1,validation
006329,5,1,0,5,0,1,1,6.322,14.194,1.04,0.102887,0.333,0.222,0.149,0.8,0.558,0.614,2.59,0,train
006330,7,1,0,7,1,2,0,7.021,41.316,0.09,0.099869,0.286,0.023,0.663,0.796,0.277,0.689,2.72,1,validation
006331,2,1,0,2,0,0,0,62.289,67.9,0.39,0.00189,0.0,0.0,1.0,0.67,0.148,0.422,1.85,0,train
006332,4,1,0,3,0,3,0,40.106,55.108,2.11,0.004755,0.833,0.0,0.65,0.538,0.401,0.424,1.66,0,validation
006333,5,3,2,3,2,0,1,4.074,21.153,2.72,0.063359,0.067,0.186,0.279,0.895,0.444,0.798,2.25,1,train
006334,8,3,2,6,3,3,1,5.864,18.189,2.98,0.165241,0.375,0.08,0.351,0.802,0.446,0.638,2.75,1,test
006335,6,1,0,4,1,0,0,22.012,34.367,0.32,0.013078,0.111,0.0,0.883,0.8,0.154,0.579,2.13,0,train
006336,7,0,0,7,0,6,0,19.959,35.931,8.17,0.022459,0.619,0.0,0.767,0.728,0.251,0.474,3.02,0,train
006337,1,0,1,0,0,0,0,9.499,9.499,4.28,0.020409,0.0,0.0,1.0,0.95,0.023,0.657,0.55,0,train
006338,8,2,0,8,0,5,0,12.297,23.124,1.11,0.067132,0.458,0.02,0.663,0.768,0.29,0.541,2.9,0,train
006339,2,1,1,1,1,0,0,9.252,23.612,0.2,0.054905,0.0,0.0,1.0,0.951,0.022,0.669,1.59,1,train
006340,2,0,0,2,0,0,0,32.462,38.393,15.85,0.009326,0.0,0.0,1.0,0.828,0.077,0.364,2.08,0,validation
006341,5,4,5,0,4,0,0,8.605,14.694,0.4,0.019457,0.067,0.0,0.883,0.871,0.122,0.777,2.62,1,validation
006342,11,4,0,11,2,8,1,8.427,20.756,2.56,0.089016,0.576,0.116,0.072,0.705,0.643,0.619,2.92,1,train
006343,2,1,0,2,0,0,0,47.289,60.244,0.07,0.00282,0.0,0.0,1.0,0.75,0.113,0.437,1.89,0,train
006344,11,1,0,10,0,2,3,6.053,28.471,0.75,0.061079,0.303,0.202,0.02,0.718,0.666,0.618,1.57,0,validation
006345,13,3,0,13,1,5,2,7.39,32.928,0.38,0.145789,0.359,0.078,0.292,0.711,0.519,0.619,1.71,0,train
006346,3,0,0,3,0,0,0,22.956,38.107,8.02,0.017266,0.333,0.0,0.883,0.795,0.156,0.454,2.9,0,train
006347,1,1,0,1,1,0,0,8.581,8.581,3.13,0.105931,0.0,0.0,1.0,0.955,0.02,0.54,1.43,1,train
006348,2,1,0,1,0,0,0,15.745,24.788,2.6,0.022174,0.0,0.0,1.0,0.917,0.038,0.475,1.79,0,validation
006349,2,2,0,1,1,0,0,11.86,24.641,3.27,0.031483,0.0,0.0,1.0,0.937,0.028,0.431,1.74,0,train
006350,4,1,0,4,0,1,0,8.437,25.782,0.9,0.159529,0.333,0.03,0.689,0.789,0.266,0.56,2.94,0,train
006351,2,1,0,2,0,0,0,54.144,64.425,0.69,0.001494,0.0,0.0,1.0,0.713,0.129,0.408,1.61,0,validation
006352,2,0,1,1,0,0,0,15.144,23.75,5.55,0.036327,0.0,0.0,1.0,0.92,0.036,0.504,1.95,0,test
006353,2,1,0,2,0,0,0,24.982,35.601,3.34,0.015056,0.167,0.0,0.883,0.784,0.161,0.44,1.65,0,train
006354,1,1,1,0,1,0,0,8.961,8.961,2.65,0.028467,0.0,0.0,1.0,0.953,0.021,0.699,2.85,1,train
006355,3,3,0,3,1,0,1,3.957,28.276,2.65,0.113854,0.0,0.33,0.357,0.979,0.363,0.659,2.31,1,train
006356,8,4,0,8,2,4,0,12.044,24.359,2.42,0.083765,0.417,0.014,0.695,0.77,0.271,0.537,2.99,0,validation
006357,2,2,0,2,0,0,0,25.113,43.727,0.29,0.006914,0.0,0.0,1.0,0.867,0.06,0.427,1.71,0,validation
006358,4,1,1,3,1,0,0,22.521,37.435,0.21,0.009524,0.0,0.0,1.0,0.881,0.054,0.58,1.78,0,validation
006359,1,1,0,1,0,0,0,53.348,53.348,0.95,0.000982,0.0,0.0,1.0,0.718,0.127,0.397,1.57,0,test
006360,3,1,0,3,1,0,0,11.233,19.586,1.52,0.059342,0.0,0.0,1.0,0.941,0.027,0.527,1.92,0,train
006361,11,8,1,10,3,4,0,9.566,30.862,0.42,0.075015,0.364,0.0,0.767,0.783,0.226,0.649,1.9,1,test
006362,8,1,3,5,1,1,0,12.245,34.099,0.14,0.131141,0.208,0.059,0.585,0.769,0.333,0.675,2.1,0,train
006363,5,1,0,5,0,0,0,23.493,51.438,2.56,0.017079,0.067,0.0,0.883,0.792,0.158,0.423,2.45,0,train
006364,2,0,1,1,0,0,0,28.295,30.364,5.82,0.008533,0.0,0.0,1.0,0.85,0.067,0.531,2.02,0,train
006365,15,2,0,12,2,2,3,15.643,25.473,0.06,0.039191,0.289,0.163,0.091,0.667,0.65,0.587,2.39,0,test
006366,9,0,0,9,0,4,1,14.831,27.605,3.59,0.034021,0.407,0.092,0.214,0.671,0.58,0.543,3.08,0,test
006367,6,1,0,4,1,0,0,22.062,35.435,0.28,0.011371,0.111,0.0,0.883,0.8,0.154,0.58,2.11,0,validation
006368,9,0,0,9,0,4,2,6.752,21.89,3.8,0.121146,0.407,0.171,0.169,0.714,0.586,0.594,3.07,0,train
006369,5,1,1,4,0,2,0,16.468,42.607,0.36,0.027813,0.4,0.0,0.65,0.663,0.344,0.51,2.31,0,train
006370,6,4,0,6,3,2,0,10.183,24.885,1.48,0.063093,0.278,0.013,0.715,0.779,0.256,0.571,2.52,1,validation
006371,8,7,1,7,4,1,1,5.019,23.319,0.61,0.135919,0.25,0.109,0.085,0.723,0.628,0.733,2.75,1,test
006372,7,6,0,7,3,3,0,12.758,25.674,0.95,0.076892,0.429,0.0,0.65,0.682,0.335,0.593,2.7,1,train
006373,3,2,0,2,1,0,1,5.96,29.262,1.4,0.133832,0.0,0.263,0.486,0.968,0.297,0.619,2.05,1,train
006374,2,2,0,2,2,0,0,8.884,14.617,0.89,0.096447,0.0,0.0,1.0,0.953,0.021,0.574,1.93,1,test
006375,1,1,0,1,0,0,0,34.93,34.93,0.17,0.002753,0.0,0.0,1.0,0.815,0.083,0.499,1.57,0,test
006376,16,1,0,16,1,5,2,7.66,34.214,0.27,0.128517,0.312,0.076,0.221,0.793,0.522,0.582,2.28,0,train
006377,2,1,0,2,0,0,0,29.129,41.979,3.31,0.021161,0.0,0.0,1.0,0.846,0.069,0.394,1.85,0,train
006378,5,0,3,2,0,1,0,16.551,24.802,8.05,0.060015,0.2,0.0,0.65,0.662,0.344,0.606,2.61,0,test
006379,13,3,0,13,1,9,2,8.457,25.889,2.11,0.077834,0.513,0.106,0.091,0.705,0.633,0.632,3.12,0,validation
006380,3,1,1,2,0,1,0,16.612,29.255,0.34,0.012337,0.222,0.0,0.767,0.745,0.243,0.663,1.93,0,test
006381,6,2,1,5,0,0,0,9.866,24.353,0.02,0.123182,0.222,0.0,0.883,0.864,0.125,0.6,2.23,0,train
006382,4,1,2,2,0,0,0,15.66,35.456,1.72,0.022853,0.0,0.0,1.0,0.917,0.037,0.616,3.06,0,test
006383,1,1,0,1,0,0,0,58.954,58.954,0.66,0.000816,0.0,0.0,1.0,0.688,0.14,0.41,1.57,0,train
006384,1,0,0,1,0,0,0,41.69,41.69,3.65,0.00224,0.0,0.0,1.0,0.779,0.099,0.302,1.68,0,validation
006385,4,1,0,4,0,0,0,39.046,47.081,0.13,0.003029,0.25,0.0,0.883,0.71,0.195,0.434,1.84,0,train
006386,5,2,0,5,0,0,0,56.856,62.443,0.3,0.002642,0.0,0.0,1.0,0.699,0.135,0.426,2.09,0,validation
006387,2,0,0,2,0,0,0,47.799,57.862,5.28,0.002543,0.0,0.0,1.0,0.747,0.114,0.28,2.19,0,validation
006388,4,3,0,4,2,0,1,5.492,17.049,1.24,0.1865,0.0,0.207,0.461,0.971,0.31,0.634,2.21,1,train
006389,14,2,0,14,1,4,1,6.014,37.422,0.47,0.081912,0.333,0.068,0.149,0.801,0.557,0.666,2.34,1,train
006390,15,9,1,14,6,8,3,5.827,22.502,0.63,0.168943,0.511,0.129,0.254,0.719,0.537,0.712,2.71,1,train
006391,6,0,0,6,0,0,1,9.911,18.153,4.62,0.106057,0.167,0.105,0.604,0.864,0.279,0.547,2.21,0,train
006392,1,1,0,1,0,0,0,39.686,39.686,1.14,0.001845,0.0,0.0,1.0,0.79,0.095,0.423,1.58,0,validation
006393,1,1,0,1,1,0,0,10.148,10.148,2.85,0.070199,0.0,0.0,1.0,0.946,0.024,0.542,1.87,1,validation
006394,8,1,0,7,0,3,1,10.634,22.018,0.51,0.069316,0.333,0.119,0.149,0.777,0.568,0.612,1.58,0,test
006395,9,6,9,0,6,1,1,4.269,13.352,0.25,0.078137,0.074,0.086,0.266,0.811,0.489,0.789,3.04,1,train
006396,14,2,11,3,2,3,1,10.835,22.296,0.05,0.057175,0.286,0.057,0.247,0.776,0.515,0.764,2.96,1,test
006397,2,0,0,2,0,0,0,17.384,34.136,7.84,0.045094,0.167,0.0,0.883,0.825,0.143,0.464,2.99,0,train
006398,4,4,0,3,3,0,0,8.263,19.026,2.43,0.132129,0.083,0.05,0.753,0.873,0.193,0.541,1.98,1,train
006399,14,3,0,14,1,2,3,6.065,30.676,1.06,0.184343,0.357,0.156,0.007,0.718,0.673,0.706,2.21,1,train
006400,6,4,6,0,3,0,2,4.86,20.123,0.58,0.086133,0.056,0.14,0.571,0.891,0.285,0.77,1.63,1,train
006401,14,3,0,14,1,2,1,7.053,31.863,0.48,0.14602,0.31,0.084,0.188,0.796,0.538,0.604,2.22,1,validation
006402,5,1,0,5,0,1,0,18.806,46.46,0.02,0.015008,0.2,0.0,0.767,0.734,0.248,0.542,1.83,0,train
006403,6,1,0,6,0,2,0,11.115,25.691,1.53,0.079862,0.278,0.0,0.767,0.774,0.23,0.506,2.05,0,train
006404,10,10,0,10,7,3,2,2.821,16.85,1.51,0.149879,0.3,0.233,0.117,0.818,0.568,0.68,2.79,1,train
006405,3,1,0,3,0,0,0,28.049,40.064,2.64,0.011627,0.0,0.0,1.0,0.852,0.067,0.393,2.08,0,validation
006406,2,0,1,1,0,0,0,15.537,30.659,3.78,0.021847,0.0,0.0,1.0,0.918,0.037,0.476,1.86,0,test
006407,6,1,3,3,0,0,0,22.941,36.852,2.22,0.026083,0.167,0.008,0.851,0.795,0.174,0.508,2.44,0,test
006408,7,1,0,7,0,0,0,36.305,46.834,1.74,0.010024,0.19,0.0,0.883,0.724,0.188,0.395,2.15,0,validation
006409,3,0,0,3,0,0,0,15.828,21.452,6.37,0.069248,0.111,0.0,0.883,0.833,0.139,0.474,2.24,0,train
006410,7,2,0,7,0,2,0,9.334,31.289,1.73,0.139455,0.238,0.01,0.721,0.784,0.251,0.523,2.13,0,train
006411,1,1,1,0,1,0,0,7.766,7.766,2.91,0.020867,0.0,0.0,1.0,0.959,0.019,0.695,0.3,1,train
006412,4,2,4,0,2,0,0,6.249,15.013,1.28,0.049425,0.0,0.033,0.915,0.967,0.061,0.716,2.75,1,train
006413,4,1,0,4,0,0,0,15.706,33.549,0.58,0.033606,0.0,0.0,1.0,0.917,0.037,0.543,2.02,0,validation
006414,2,1,1,1,1,0,1,4.394,30.149,3.31,0.025119,0.0,0.49,0.363,0.977,0.361,0.778,2.39,1,train
006415,4,1,2,2,0,1,0,27.181,43.985,0.25,0.004267,0.333,0.0,0.65,0.606,0.37,0.619,2.12,0,test
006416,11,8,0,11,3,2,1,6.069,28.438,0.77,0.173026,0.273,0.099,0.149,0.801,0.557,0.616,2.34,1,test
006417,7,0,0,5,0,1,0,37.217,54.425,13.03,0.014368,0.19,0.0,0.767,0.636,0.292,0.332,2.17,0,train
006418,6,3,0,6,1,0,0,18.898,36.092,2.13,0.019119,0.167,0.0,0.883,0.817,0.147,0.456,2.47,0,test
006419,3,0,0,3,0,1,0,26.771,40.637,6.23,0.01192,0.222,0.0,0.767,0.692,0.267,0.402,2.45,0,train
006420,6,1,0,5,0,2,0,12.407,22.522,0.51,0.093912,0.278,0.0,0.767,0.768,0.233,0.52,1.58,0,test
006421,5,2,0,5,0,1,0,27.944,39.927,2.74,0.007129,0.267,0.0,0.767,0.685,0.27,0.405,2.45,0,test
006422,20,2,15,5,0,4,0,7.512,28.597,0.72,0.059425,0.233,0.013,0.63,0.794,0.296,0.687,3.09,0,train
006423,9,5,0,9,4,2,1,7.81,21.959,0.57,0.144879,0.333,0.11,0.253,0.792,0.504,0.594,1.57,1,validation
006424,12,6,9,3,5,3,1,3.415,16.899,0.37,0.170776,0.194,0.083,0.117,0.815,0.569,0.732,3.03,1,test
006425,4,2,0,4,1,2,0,7.39,35.157,1.68,0.140983,0.5,0.072,0.462,0.711,0.426,0.636,3.01,1,validation
006426,12,2,0,12,1,7,2,4.56,21.997,2.76,0.214949,0.528,0.152,0.039,0.726,0.652,0.659,2.86,1,train
006427,10,10,9,1,10,4,0,6.302,10.54,0.19,0.038106,0.333,0.002,0.754,0.8,0.225,0.871,2.48,1,train
006428,6,1,0,6,1,0,1,7.045,27.371,0.1,0.259647,0.0,0.183,0.35,0.963,0.374,0.613,1.55,0,test
006429,10,10,0,10,7,4,1,6.012,21.257,1.97,0.177531,0.4,0.056,0.474,0.802,0.379,0.618,2.03,1,validation
006430,5,4,0,5,2,0,1,4.386,17.371,0.41,0.140402,0.067,0.186,0.279,0.893,0.445,0.667,2.03,1,train
006431,16,8,6,10,4,3,1,6.761,24.197,1.25,0.09499,0.25,0.058,0.305,0.798,0.473,0.701,2.25,1,train
006432,7,3,0,7,1,3,1,19.805,43.86,1.48,0.160981,0.333,0.119,0.227,0.728,0.547,0.514,2.46,0,validation
006433,5,2,3,2,0,1,0,38.761,51.513,0.29,0.006278,0.267,0.0,0.767,0.628,0.296,0.584,3.13,0,test
006434,1,1,1,0,1,0,0,6.141,6.141,0.13,0.031091,0.0,0.0,1.0,0.967,0.015,0.833,1.54,1,train
006435,2,1,0,2,0,0,0,23.01,33.491,2.5,0.018034,0.167,0.0,0.883,0.795,0.156,0.453,1.65,0,train
006436,3,1,0,3,0,1,0,12.303,38.823,0.13,0.046134,0.333,0.033,0.585,0.685,0.37,0.498,2.24,0,train
006437,4,2,0,4,0,1,0,37.614,46.018,0.01,0.00366,0.167,0.0,0.767,0.634,0.293,0.493,1.96,0,train
006438,7,2,0,7,1,2,1,9.538,37.877,0.95,0.152599,0.19,0.083,0.39,0.783,0.433,0.558,2.15,1,validation
006439,4,3,0,4,0,2,0,30.392,46.487,0.33,0.002812,0.333,0.0,0.767,0.672,0.276,0.522,1.67,0,validation
006440,3,2,1,2,1,0,0,18.614,29.471,0.42,0.012487,0.0,0.0,1.0,0.901,0.044,0.514,1.75,0,validation
006441,4,3,2,2,3,0,0,7.814,17.735,1.03,0.11696,0.083,0.007,0.864,0.875,0.131,0.689,1.84,1,train
006442,4,2,0,3,0,1,0,34.523,57.725,0.35,0.007997,0.25,0.0,0.65,0.567,0.387,0.424,2.12,0,train
006443,4,1,0,4,0,1,0,28.436,48.954,0.57,0.004258,0.333,0.0,0.767,0.683,0.271,0.524,2.06,0,test
006444,11,4,9,2,4,3,0,6.551,16.106,0.18,0.064835,0.212,0.021,0.5,0.715,0.403,0.775,3.0,1,train
006445,7,3,0,7,2,3,1,5.944,22.675,2.59,0.157914,0.333,0.09,0.357,0.802,0.443,0.619,2.08,1,train
006446,2,0,1,1,0,1,0,22.602,30.278,6.91,0.005415,0.333,0.0,0.767,0.714,0.257,0.623,1.97,0,test
006447,6,1,0,6,0,0,0,25.302,47.957,0.78,0.028713,0.167,0.0,0.883,0.783,0.162,0.536,2.19,0,train
006448,5,0,0,5,0,0,1,14.376,23.279,3.53,0.041107,0.133,0.11,0.526,0.841,0.333,0.528,2.17,0,test
006449,9,0,2,7,0,2,0,18.125,42.726,5.5,0.051017,0.259,0.0,0.767,0.737,0.247,0.521,1.93,0,validation
006450,6,1,0,6,1,0,0,7.031,41.646,0.09,0.099727,0.111,0.0,0.883,0.879,0.118,0.689,2.68,1,test
006451,1,0,1,0,0,0,0,9.324,9.324,3.72,0.018602,0.0,0.0,1.0,0.951,0.022,0.658,2.73,0,test
006452,4,2,0,4,0,1,0,37.324,48.094,0.11,0.002131,0.167,0.0,0.767,0.636,0.292,0.488,1.89,0,train
006453,3,3,3,0,3,0,0,19.693,20.089,1.75,0.004113,0.0,0.0,1.0,0.896,0.047,0.665,1.56,1,test
006454,4,1,0,4,1,0,1,4.547,17.956,1.27,0.038182,0.0,0.25,0.35,0.976,0.368,0.63,2.5,0,train
006455,1,0,0,1,0,0,0,22.062,22.062,4.86,0.01049,0.0,0.0,1.0,0.883,0.053,0.433,1.84,0,train
006456,1,1,0,1,1,0,0,20.294,20.294,3.44,0.011697,0.0,0.0,1.0,0.893,0.048,0.447,1.74,0,validation
006457,6,1,0,6,0,1,0,29.574,37.617,2.66,0.010107,0.222,0.0,0.767,0.677,0.274,0.383,2.64,0,train
006458,1,1,1,0,1,0,0,8.569,8.569,1.59,0.017122,0.0,0.0,1.0,0.955,0.02,0.75,0.15,1,validation
006459,3,0,0,3,0,1,0,27.867,41.416,6.18,0.010705,0.222,0.0,0.767,0.686,0.27,0.394,2.46,0,validation
006460,3,0,1,2,0,1,0,27.647,37.624,8.21,0.004571,0.333,0.0,0.767,0.687,0.269,0.536,2.96,0,train
006461,5,1,0,5,1,0,0,24.768,40.505,0.63,0.022686,0.2,0.0,0.883,0.786,0.161,0.546,2.18,0,train
006462,3,0,0,3,0,1,0,10.175,20.852,5.31,0.093321,0.444,0.0,0.65,0.696,0.329,0.592,1.85,0,test
006463,5,2,0,5,1,1,1,5.935,24.493,2.44,0.146229,0.2,0.166,0.227,0.802,0.514,0.607,2.75,0,test
006464,2,0,2,0,0,1,0,24.079,30.099,4.32,0.002351,0.5,0.0,0.65,0.623,0.362,0.559,1.81,0,test
006465,4,0,0,4,0,1,0,21.507,51.563,4.16,0.017092,0.417,0.0,0.65,0.636,0.356,0.463,2.0,0,validation
006466,2,1,0,1,0,0,0,10.547,19.54,2.18,0.042908,0.0,0.0,1.0,0.944,0.025,0.45,1.98,0,train
006467,8,1,3,5,1,0,0,16.136,37.025,0.13,0.028208,0.167,0.0,0.883,0.831,0.14,0.625,2.12,0,train
006468,8,3,0,8,2,4,0,12.237,27.008,2.89,0.081436,0.417,0.013,0.702,0.769,0.268,0.515,2.89,1,validation
006469,7,1,0,6,1,1,1,15.027,31.312,0.12,0.052736,0.238,0.064,0.357,0.67,0.502,0.573,1.57,0,validation
006470,5,1,0,5,1,1,0,14.663,23.896,2.96,0.06729,0.2,0.032,0.663,0.756,0.295,0.482,2.92,0,train
006471,1,0,1,0,0,0,0,9.616,9.616,4.18,0.018731,0.0,0.0,1.0,0.949,0.023,0.656,0.47,0,validation
006472,1,0,1,0,0,0,0,10.281,10.281,5.87,0.022403,0.0,0.0,1.0,0.946,0.024,0.651,0.68,0,validation
006473,3,0,1,2,0,2,0,17.452,36.472,6.05,0.12839,0.667,0.0,0.65,0.658,0.347,0.684,1.95,0,train
006474,14,3,1,7,2,10,1,6.382,17.2,2.6,0.094274,0.571,0.069,0.26,0.716,0.535,0.672,2.92,0,validation
006475,12,9,11,1,7,3,0,5.671,14.652,1.69,0.04383,0.222,0.015,0.65,0.803,0.281,0.811,2.23,1,train
006476,4,1,1,3,1,0,0,19.974,31.527,0.42,0.026607,0.0,0.0,1.0,0.894,0.048,0.588,2.04,0,test
006477,6,1,0,4,0,2,0,30.8,47.729,0.26,0.007659,0.333,0.0,0.65,0.587,0.378,0.445,2.18,0,train
006478,6,3,4,2,3,1,1,4.664,18.939,0.79,0.180218,0.167,0.135,0.24,0.809,0.504,0.698,2.03,1,test
006479,3,0,1,2,0,1,0,23.6,33.915,8.36,0.007863,0.333,0.0,0.767,0.708,0.26,0.563,2.94,0,test
006480,1,0,1,0,0,0,0,10.01,10.01,4.62,0.015917,0.0,0.0,1.0,0.947,0.024,0.653,2.68,0,test
006481,3,1,0,3,0,1,0,13.076,40.008,0.18,0.041587,0.333,0.0,0.65,0.681,0.336,0.493,2.17,0,train
006482,5,1,0,4,0,0,0,27.908,49.744,0.28,0.01455,0.0,0.0,1.0,0.852,0.066,0.435,2.18,0,validation
006483,5,0,0,5,0,3,1,12.041,19.388,3.87,0.050078,0.467,0.2,0.189,0.686,0.588,0.587,2.73,0,test
006484,3,2,1,2,0,0,0,29.598,42.58,0.84,0.056497,0.0,0.0,1.0,0.843,0.071,0.552,1.91,1,test
006485,1,1,0,1,1,0,0,17.578,17.578,3.17,0.01393,0.0,0.0,1.0,0.907,0.042,0.478,1.76,0,train
006486,2,0,2,0,0,0,0,8.046,8.238,3.79,0.036657,0.0,0.0,1.0,0.957,0.019,0.666,1.16,0,validation
006487,3,1,0,3,1,2,0,13.672,22.348,3.37,0.052873,0.667,0.007,0.637,0.678,0.345,0.526,1.4,0,validation
006488,10,10,9,1,10,3,0,6.209,10.551,0.15,0.050212,0.233,0.006,0.728,0.8,0.24,0.859,2.48,1,train
006489,12,4,0,12,3,2,1,5.23,23.21,3.0,0.121996,0.278,0.091,0.136,0.806,0.563,0.623,2.39,0,train
006490,7,1,0,7,0,0,1,32.499,43.141,0.6,0.010247,0.19,0.126,0.311,0.745,0.494,0.452,2.24,0,train
006491,4,0,0,3,0,0,0,52.204,56.989,8.44,0.003612,0.25,0.0,0.883,0.64,0.226,0.307,2.93,0,train
006492,5,1,1,4,1,0,0,17.832,35.369,0.76,0.052078,0.133,0.0,0.883,0.822,0.144,0.548,2.62,0,test
006493,6,6,0,6,2,2,1,6.1,29.37,2.38,0.164597,0.278,0.102,0.37,0.801,0.436,0.626,1.99,1,train
006494,10,5,0,7,4,2,0,11.043,21.85,0.4,0.087449,0.3,0.0,0.767,0.775,0.23,0.639,2.51,1,train
